neo,desn,absolute_magnitude,magnitude_slope,epoch,mean_anomaly,argument_of_perihelion,longitude_of_the_ascending node,inclination,eccentricity,mean_motion,semi_major_axis,ref1,ref2,observations,oppostion,time_of_perihelion_passage, rms_residual,Polarization,rotation_period,computer,classification,desn,label,last _observation
0,h3294,14.5,0.15,K161D,34.90518,356.19342,203.88057,6.5386,0.0650568,0.08254505,5.2240666,0,MPO339359,60,5,2002-2015,0.25,M-v,38h,MPCLINUX,9,-433294,2013 CO197,20150524
0,h3295,14.2,0.15,K161D,185.26018,107.31325,283.08641,6.50741,0.067348,0.08455671,5.1408782,0,MPO346150,59,7,2008-2015,0.25,M-v,38h,MPCLINUX,9,-433295,2013 CV209,20150603
0,h3296,14.2,0.15,K161D,105.6498,73.3251,47.09505,9.5716,0.049596,0.0841898,5.1558039,0,MPO339359,52,5,2009-2015,0.21,M-v,38h,MPCLINUX,9,-433296,2013 DT7,20150421
0,h3297,14.3,0.15,K161D,142.5646,341.65594,99.18364,8.67616,0.0897825,0.08101554,5.2896122,1,MPO339359,52,5,2009-2015,0.42,M-v,38h,MPCLINUX,9,-433297,2013 DE13,20150420
0,h3298,13.7,0.15,K161D,160.78964,359.47824,58.3851,12.09661,0.1195469,0.08352278,5.1832172,0,MPO339359,53,6,2009-2015,0.37,M-v,38h,MPCLINUX,9,-433298,2013 ES2,20150417
0,h3611,15.8,0.15,K161D,89.06523,349.76192,99.21693,3.9983,0.2055364,0.1267502,3.9249755,0,MPO332248,59,5,2005-2015,0.27,M-v,38h,MPCADO,8,-433611,2013 YV92,20150315
0,h3615,15.8,0.15,K161D,100.73439,68.98623,28.37607,9.32777,0.1342261,0.12601647,3.9401961,0,MPO339362,53,6,2004-2015,0.34,M-v,38h,MPCLINUX,8,-433615,2013 YA101,20150418
0,h3658,15.7,0.15,K161D,131.2525,126.91032,294.5914,6.81955,0.151333,0.12562217,3.9484369,0,MPO332259,52,4,2005-2015,0.27,M-v,38h,MPCADO,8,-433658,2014 BO26,20150322
0,h3670,13.5,0.15,K161D,265.00254,174.23027,139.88255,15.55382,0.0431599,0.08218253,5.2394179,0,MPO368898,70,7,2003-2016,0.36,M-v,38h,MPCLINUX,9,-433670,2014 DD32,20160213
0,h3671,14.2,0.15,K161D,34.99994,64.05175,120.02878,8.64146,0.0147152,0.08495194,5.1249209,0,MPO339363,58,7,2003-2015,0.25,M-v,38h,MPCLINUX,9,-433671,2014 DF32,20150521
0,h3672,14.2,0.15,K161D,179.02925,314.48738,80.82836,6.086,0.0469494,0.08558995,5.0994209,0,MPO339363,73,6,2009-2015,0.28,M-v,38h,MPCLINUX,9,-433672,2014 DK32,20150521
0,h3674,14.2,0.15,K161D,117.49147,304.35831,161.00274,8.20199,0.0646068,0.08533692,5.1094962,0,MPO332263,60,7,2002-2015,0.31,M-v,38h,MPCADO,9,-433674,2014 DH124,20150322
0,h3675,14,0.15,K161D,213.83808,217.63998,150.40985,12.96793,0.0801785,0.0836262,5.1789432,0,MPO339363,52,9,2002-2015,0.31,M-v,38h,MPCLINUX,9,-433675,2014 DK125,20150521
0,h3676,14.2,0.15,K161D,96.00226,316.32305,165.14793,6.0194,0.1181238,0.08351317,5.1836151,0,MPO339363,95,7,2002-2015,0.35,M-v,38h,MPCLINUX,9,-433676,2014 DP139,20150415
0,h3677,13.8,0.15,K161D,158.0297,261.30308,161.12306,9.23846,0.065429,0.08233637,5.2328896,0,MPO339363,78,8,2002-2015,0.38,M-v,38h,MPCLINUX,9,-433677,2014 EO7,20150512
0,h3679,14.2,0.15,K161D,46.80384,165.28667,17.64915,4.90379,0.0550322,0.0843191,5.1505317,0,MPO332265,67,6,2003-2015,0.4,M-v,38h,MPCADO,9,-433679,2014 EY22,20150325
0,h3681,13.9,0.15,K161D,235.23669,278.81208,83.67322,8.60925,0.0532686,0.08605984,5.0808421,1,MPO339363,65,5,2010-2015,0.32,M-v,38h,MPCLINUX,9,-433681,2014 EH33,20150421
0,h3706,15.7,0.15,K161D,51.91232,323.42155,162.39282,6.1104,0.2166311,0.12502975,3.9608994,0,MPO368898,94,5,2007-2016,0.33,M-v,38h,MPCLINUX,8,-433706,2014 WF495,20160210
0,h3873,12.2,0.15,K161D,157.32526,221.66573,116.98897,24.47023,0.2898886,0.05184613,7.1229265,0,MPO368899,103,11,2003-2016,0.38,M-v,38h,MPCLINUX,000A,-433873,2015 BQ311,20160211
0,h3989,13.8,0.15,K161D,160.54926,129.32584,303.90066,13.57453,0.0756703,0.08188783,5.2519807,0,MPO335412,74,5,2000-2015,0.22,M-v,38h,MPCADO,9,-433989,2000 AZ213,20150522
0,h4009,15.2,0.15,K161D,344.66318,179.07136,216.58074,10.0437,0.2330947,0.1252749,3.9557303,0,MPO373337,139,7,1992-2015,0.4,M-v,38h,MPCLINUX,8,-434009,2000 WB132,20151209
0,h4119,15.4,0.15,K161D,217.64057,346.11981,21.50369,3.96644,0.1912255,0.12458486,3.9703233,0,MPO335450,60,6,1995-2015,0.28,M-v,38h,MPCADO,8,-434119,2002 PA173,20150413
0,h4182,15,0.15,K161D,268.02414,139.94776,217.2459,2.02813,0.2492991,0.12427161,3.9769924,0,MPO335468,87,6,2002-2015,0.37,M-v,38h,MPCADO,8,-434182,2002 WU26,20150425
0,h4194,7.3,0.15,K161D,349.32195,113.25155,84.35005,2.27162,0.0544206,0.00351168,42.8673078,3,MPO342179,21,5,2003-2015,0.2,M-v,38h,MPCLINUX,000A,-434194,2003 FK127,20150424
0,h4390,8.2,0.15,K161D,8.8081,15.81938,122.75655,5.13193,0.3253519,0.00236584,55.7801035,2,MPO335527,31,5,2005-2015,0.24,M-v,38h,MPCADO,000A,-434390,2005 CH81,20150415
0,h4620,14.3,0.15,K161D,205.5628,178.47416,173.26656,172.86794,0.2514633,0.0572735,6.665513,0,MPO368899,55,4,2001-2013,0.34,M-v,38h,MPCLINUX,000A,-434620,2005 VD,20130514
0,h4709,7.6,0.15,K161D,338.16949,58.72084,130.39967,17.89031,0.2340676,0.00355323,42.5324415,2,MPO335609,28,5,2005-2015,0.34,M-v,38h,MPCADO,000A,-434709,2006 CJ69,20150415
0,h5112,16.1,0.15,K161D,80.46766,121.83257,353.20297,6.33273,0.2284561,0.12517213,3.9578952,0,MPO335712,43,5,2003-2015,0.32,M-v,38h,MPCADO,8,-435112,2007 DH70,20150417
0,h5140,15.2,0.15,K161D,332.0049,66.30236,244.46298,6.45801,0.2783339,0.12407036,3.9812919,0,MPO335719,45,5,2007-2015,0.34,M-v,38h,MPCADO,8,-435140,2007 GC62,20150522
0,h5229,14.1,0.15,K161D,253.38966,170.14362,188.54349,7.67641,0.0368178,0.08090601,5.2943851,0,MPO335743,50,6,2006-2015,0.31,M-v,38h,MPCADO,9,-435229,2007 RB308,20150524
0,h5540,14.9,0.15,K161D,331.45871,197.93135,121.40196,14.64596,0.2412103,0.12437766,3.9747316,0,MPO342188,90,7,2007-2015,0.44,M-v,38h,MPCLINUX,8,-435540,2008 OS1,20150619
0,h5560,14.3,0.15,K161D,181.51331,71.87673,342.60299,7.93264,0.0105308,0.08303893,5.2033321,0,MPO335827,42,8,2001-2015,0.39,M-v,38h,MPCADO,9,-435560,2008 RS9,20150423
0,h5567,13.7,0.15,K161D,129.70775,148.4235,307.7908,12.2246,0.1690447,0.08256871,5.2230685,0,MPO335829,51,5,2008-2015,0.27,M-v,38h,MPCADO,9,-435567,2008 RS49,20150518
0,h5568,13.8,0.15,K161D,169.67418,205.78169,201.7141,11.75657,0.061083,0.0845873,5.1396389,0,MPO335829,66,6,2008-2015,0.35,M-v,38h,MPCADO,9,-435568,2008 RU49,20150511
0,h5573,14.4,0.15,K161D,199.57126,170.07219,196.03124,7.32607,0.0200887,0.08315809,5.1983605,0,MPO335831,36,5,2008-2015,0.42,M-v,38h,MPCADO,9,-435573,2008 RA82,20150417
0,h5582,13.7,0.15,K161D,147.56712,245.75318,185.83273,21.42366,0.0455725,0.08154191,5.2668237,0,MPO335832,42,6,1995-2015,0.3,M-v,38h,MPCADO,9,-435582,2008 RZ121,20150418
0,h5583,14,0.15,K161D,16.11801,2.54442,203.77923,10.01241,0.0568904,0.08171995,5.2591713,0,MPO335833,48,5,2008-2015,0.35,M-v,38h,MPCADO,9,-435583,2008 RH122,20150511
0,h5613,13.8,0.15,K161D,240.3347,324.04499,21.05021,12.99236,0.1285597,0.08127427,5.2783803,0,MPO335840,55,7,2002-2015,0.27,M-v,38h,MPCADO,9,-435613,2008 SP83,20150409
0,h5620,13.9,0.15,K161D,179.1488,197.13776,217.35714,16.12773,0.0816396,0.08065202,5.3054945,0,MPO335842,57,6,2007-2015,0.28,M-v,38h,MPCADO,9,-435620,2008 SP107,20150425
0,h5632,14,0.15,K161D,208.50317,345.16305,44.87675,8.20796,0.0818835,0.0819267,5.2503198,0,MPO335845,64,6,2008-2015,0.24,M-v,38h,MPCADO,9,-435632,2008 SB137,20150522
0,h5645,14.2,0.15,K161D,244.60539,143.3018,210.86625,5.59222,0.1479821,0.08251223,5.2254516,0,MPO335849,58,6,1996-2015,0.32,M-v,38h,MPCADO,9,-435645,2008 SY224,20150511
0,h5647,14.3,0.15,K161D,119.03696,249.64584,225.22048,7.85556,0.0584317,0.08324989,5.194538,0,MPO335849,73,7,1996-2015,0.26,M-v,38h,MPCADO,9,-435647,2008 SB232,20150522
0,h5652,14.2,0.15,K161D,202.06004,10.39667,34.72479,11.62516,0.0699568,0.08215102,5.2407576,0,MPO342188,60,5,2008-2015,0.35,M-v,38h,MPCLINUX,9,-435652,2008 SF263,20150619
0,h5658,14.3,0.15,K161D,187.92218,357.20836,48.97351,3.22455,0.0645477,0.08157637,5.2653404,0,MPO335852,61,6,2007-2015,0.27,M-v,38h,MPCADO,9,-435658,2008 SG274,20150511
0,h5659,14.3,0.15,K161D,204.73883,195.77342,189.36912,10.86547,0.042805,0.0830576,5.2025525,0,MPO335852,46,6,2008-2015,0.35,M-v,38h,MPCADO,9,-435659,2008 SN274,20150420
0,h5660,14.1,0.15,K161D,142.19272,256.94093,211.49729,19.021,0.045418,0.08261836,5.2209758,0,MPO342189,51,5,2008-2015,0.29,M-v,38h,MPCLINUX,9,-435660,2008 SW278,20150619
0,h5733,14,0.15,K161D,93.50199,298.18213,210.06723,18.55484,0.0494726,0.08310955,5.200384,0,MPO335871,49,7,2001-2015,0.29,M-v,38h,MPCADO,9,-435733,2008 UO109,20150524
0,h5778,13.9,0.15,K161D,130.42031,155.73555,314.53835,9.69305,0.0673771,0.08342948,5.1870811,0,MPO342189,63,5,2008-2015,0.23,M-v,38h,MPCLINUX,9,-435778,2008 UK300,20150608
0,h6057,14.1,0.15,K161D,158.90404,219.0217,209.8147,8.98235,0.0249099,0.08534744,5.1090764,0,MPO335951,47,4,2008-2015,0.3,M-v,38h,MPCADO,9,-436057,2009 RG34,20150511
0,h6061,14.4,0.15,K161D,142.03148,53.15761,33.53507,7.97584,0.0954247,0.0848271,5.1299483,0,MPO335952,48,5,2002-2015,0.28,M-v,38h,MPCADO,9,-436061,2009 RR64,20150425
0,h6064,14.3,0.15,K161D,133.23167,243.83629,211.45841,8.88166,0.0625988,0.0839017,5.1675999,0,MPO335953,49,6,2008-2015,0.32,M-v,38h,MPCADO,9,-436064,2009 RK73,20150511
0,h6065,13.9,0.15,K161D,16.17143,171.7359,29.9946,27.49447,0.0686122,0.08298848,5.2054409,0,MPO335953,60,6,2000-2015,0.39,M-v,38h,MPCADO,9,-436065,2009 RZ73,20150522
0,h6066,14.3,0.15,K161D,4.04625,192.50716,17.04231,11.62689,0.0227947,0.08313286,5.1994122,1,MPO335953,48,6,2009-2015,0.35,M-v,38h,MPCADO,9,-436066,2009 RK75,20150512
0,h6069,13.8,0.15,K161D,149.82043,219.45693,215.62342,26.22734,0.0899559,0.08145129,5.2707294,0,MPO335954,68,5,1997-2015,0.39,M-v,38h,MPCADO,9,-436069,2009 SH48,20150525
0,h6072,13.8,0.15,K161D,261.26765,65.08858,244.51814,6.38818,0.014954,0.08100613,5.2900217,0,MPO335955,51,6,2008-2015,0.33,M-v,38h,MPCADO,9,-436072,2009 SA98,20150415
0,h6075,13.9,0.15,K161D,137.00768,242.07993,200.11466,16.61631,0.1141595,0.08383061,5.170521,0,MPO335956,48,5,2009-2015,0.26,M-v,38h,MPCADO,9,-436075,2009 SX120,20150507
0,h6082,14.1,0.15,K161D,161.63691,39.83061,25.52389,8.80477,0.1059866,0.08367731,5.1768342,0,MPO335957,53,5,2009-2015,0.36,M-v,38h,MPCADO,9,-436082,2009 SU157,20150424
0,h6084,14.2,0.15,K161D,141.40866,239.8051,199.07336,14.77141,0.1796693,0.08303794,5.2033734,0,MPO335958,44,7,2008-2015,0.28,M-v,38h,MPCADO,9,-436084,2009 SH177,20150416
0,h6085,14.2,0.15,K161D,185.05479,180.8987,211.07035,6.19038,0.0259555,0.08233206,5.2330721,0,MPO335958,47,6,2008-2015,0.31,M-v,38h,MPCADO,9,-436085,2009 SB180,20150413
0,h6086,15.7,0.15,K161D,312.18965,341.1593,338.45438,2.15263,0.1865468,0.12261891,4.0126482,0,MPO335958,42,6,2001-2015,0.23,M-v,38h,MPCADO,8,-436086,2009 SQ181,20150522
0,h6089,15.8,0.15,K161D,342.42628,248.51795,49.09858,5.92801,0.2547759,0.12399293,3.9829491,0,MPO335959,60,5,2001-2015,0.33,M-v,38h,MPCADO,8,-436089,2009 SX201,20150524
0,h6090,15.2,0.15,K161D,324.49126,181.471,141.64414,5.61263,0.2067223,0.12558983,3.9491145,0,MPO335959,55,8,2001-2015,0.36,M-v,38h,MPCADO,8,-436090,2009 ST211,20150425
0,h6097,13.5,0.15,K161D,196.66374,347.32433,32.93022,31.45468,0.0994271,0.08300157,5.2048935,0,MPO342191,82,5,2002-2015,0.43,M-v,38h,MPCLINUX,9,-436097,2009 ST246,20150522
0,h6101,14.4,0.15,K161D,187.30051,19.07537,7.92199,8.88689,0.0813304,0.08613967,5.0777024,1,MPO335962,35,5,2009-2015,0.41,M-v,38h,MPCADO,9,-436101,2009 SM268,20150413
0,h6107,14.2,0.15,K161D,224.4009,119.11047,241.44524,6.66566,0.0261151,0.08466917,5.1363253,0,MPO335963,55,7,1997-2015,0.38,M-v,38h,MPCADO,9,-436107,2009 SR319,20150518
0,h6108,14.2,0.15,K161D,124.53499,295.98924,165.65816,9.53413,0.0671315,0.08201797,5.246424,0,MPO335963,51,5,2008-2015,0.37,M-v,38h,MPCADO,9,-436108,2009 SU321,20150420
0,h6112,15.7,0.15,K161D,337.94429,102.04704,198.51762,1.4272,0.243909,0.12451957,3.971711,0,MPO335964,45,5,2001-2015,0.3,M-v,38h,MPCADO,8,-436112,2009 ST354,20150522
0,h6113,13.7,0.15,K161D,122.57197,48.11122,39.79237,19.09993,0.0673876,0.08060146,5.3077132,0,MPO335965,52,6,2009-2015,0.17,M-v,38h,MPCADO,9,-436113,2009 SV354,20150418
0,h6124,14.3,0.15,K161D,85.89644,306.39051,181.28888,7.55332,0.040143,0.08495079,5.1249672,0,MPO335967,48,6,2009-2015,0.31,M-v,38h,MPCADO,9,-436124,2009 TZ28,20150512
0,h6131,14.5,0.15,K161D,135.98904,30.57784,43.3698,13.74684,0.0537524,0.08137387,5.2740721,0,MPO335969,45,5,2009-2015,0.32,M-v,38h,MPCADO,9,-436131,2009 UG11,20150423
0,h6139,13.6,0.15,K161D,304.79927,65.04981,227.78035,20.2986,0.0246843,0.08274435,5.2156744,0,MPO335971,55,5,2004-2015,0.28,M-v,38h,MPCADO,9,-436139,2009 UF37,20150514
0,h6140,13.4,0.15,K161D,64.33353,303.88617,229.49852,20.12652,0.0519274,0.08334004,5.1907916,0,MPO342191,70,6,2002-2015,0.4,M-v,38h,MPCLINUX,9,-436140,2009 UU57,20150620
0,h6142,13.8,0.15,K161D,166.0862,194.20986,215.5689,11.10819,0.0330124,0.08019869,5.3254689,0,MPO335972,53,6,2008-2015,0.35,M-v,38h,MPCADO,9,-436142,2009 UD76,20150418
0,h6143,14,0.15,K161D,172.91459,195.22077,230.53968,6.04861,0.0371831,0.08640997,5.0671079,0,MPO335972,59,8,1998-2015,0.31,M-v,38h,MPCADO,9,-436143,2009 US81,20150524
0,h6146,14.3,0.15,K161D,214.1012,292.94073,97.08153,6.39601,0.0218968,0.08583969,5.0895254,0,MPO335973,49,6,2008-2015,0.31,M-v,38h,MPCADO,9,-436146,2009 UN101,20150518
0,h6151,14.4,0.15,K161D,250.12915,58.14873,273.41104,1.33426,0.0070627,0.07975133,5.3453656,0,MPO342191,57,7,2006-2015,0.35,M-v,38h,MPCLINUX,9,-436151,2009 VQ6,20150421
0,h6156,15.7,0.15,K161D,328.64105,183.44488,140.79647,2.85831,0.2463955,0.12589127,3.9428081,0,MPO342191,51,5,2001-2015,0.51,M-v,38h,MPCLINUX,8,-436156,2009 VH26,20150615
0,h6157,13.4,0.15,K161D,177.02688,192.97217,229.03217,18.02475,0.0908237,0.08281686,5.2126297,0,MPO335975,73,6,2008-2015,0.4,M-v,38h,MPCADO,9,-436157,2009 VX27,20150522
0,h6203,14.2,0.15,K161D,207.37448,287.8299,95.94078,4.1318,0.0588827,0.08076618,5.3004942,0,MPO335987,55,6,2008-2015,0.27,M-v,38h,MPCADO,9,-436203,2009 WD226,20150415
0,h6204,13.2,0.15,K161D,270.19141,68.76822,269.80295,16.82866,0.0531875,0.08337929,5.1891621,0,MPO335987,46,7,2008-2015,0.25,M-v,38h,MPCADO,9,-436204,2009 WY245,20150518
0,h6241,14.1,0.15,K161D,169.6433,334.48983,75.08782,22.62046,0.0755302,0.08451373,5.1426213,0,MPO335997,46,5,2010-2015,0.31,M-v,38h,MPCADO,9,-436241,2010 AM89,20150412
0,h6247,13.6,0.15,K161D,146.14236,1.2022,88.45861,20.13332,0.0855556,0.08365212,5.177873,0,MPO335998,58,7,2003-2015,0.42,M-v,38h,MPCADO,9,-436247,2010 BX54,20150518
0,h6255,14,0.15,K161D,195.7051,330.41326,63.92146,24.03983,0.1248824,0.08251016,5.2255392,1,MPO342192,51,4,2009-2015,0.34,M-v,38h,MPCLINUX,9,-436255,2010 BV105,20150607
0,h6370,15.1,0.15,K161D,257.64477,290.27865,55.48834,3.71401,0.2398789,0.12604136,3.9396775,0,MPO336030,101,5,2002-2015,0.39,M-v,38h,MPCADO,8,-436370,2010 ME115,20150512
0,h6380,15.2,0.15,K161D,261.59777,179.45031,180.55258,2.98707,0.2174338,0.1226361,4.0122731,0,MPO336033,50,7,2002-2015,0.44,M-v,38h,MPCADO,8,-436380,2010 PB70,20150511
0,h6381,14.1,0.15,K161D,144.0183,24.88657,46.38975,36.64039,0.0960011,0.08311789,5.2000364,0,MPO336033,80,5,2004-2015,0.23,M-v,38h,MPCADO,9,-436381,2010 RP74,20150519
0,h6382,13.9,0.15,K161D,166.94014,359.41051,43.52352,27.73636,0.0486242,0.08357445,5.1810809,0,MPO368900,53,5,2004-2015,0.26,M-v,38h,MPCLINUX,9,-436382,2010 RQ74,20150507
0,h6388,13.7,0.15,K161D,143.398,7.9376,80.5744,15.97112,0.1200129,0.08223493,5.2371922,0,MPO336034,75,5,2010-2015,0.4,M-v,38h,MPCADO,9,-436388,2010 VP48,20150420
0,h6390,14.9,0.15,K161D,305.1006,97.38974,217.41764,8.55161,0.2138135,0.12474877,3.9668446,0,MPO336035,39,5,2002-2015,0.42,M-v,38h,MPCADO,8,-436390,2010 VW79,20150518
0,h6391,14.3,0.15,K161D,119.73523,289.91891,166.6321,6.63508,0.0839033,0.08305339,5.2027281,0,MPO336035,60,6,2002-2015,0.35,M-v,38h,MPCADO,9,-436391,2010 VN111,20150420
0,h6393,13.7,0.15,K161D,150.16612,353.65772,73.92947,17.57389,0.0784422,0.08348116,5.1849401,0,MPO336036,69,7,2000-2015,0.3,M-v,38h,MPCADO,9,-436393,2010 VA149,20150520
0,h6394,14,0.15,K161D,149.03961,13.25727,58.66896,8.90604,0.0301316,0.08124166,5.2797927,1,MPO336036,48,5,2009-2015,0.34,M-v,38h,MPCADO,9,-436394,2010 VF172,20150420
0,h6396,13.8,0.15,K161D,145.65926,15.84804,58.8213,26.51255,0.2088167,0.08287867,5.2100376,1,MPO336036,56,4,2010-2015,0.38,M-v,38h,MPCADO,9,-436396,2010 VD179,20150421
0,h6397,14.1,0.15,K161D,181.97366,353.51101,35.15233,19.78798,0.0719883,0.08333943,5.1908168,0,MPO336037,57,5,2003-2015,0.26,M-v,38h,MPCADO,9,-436397,2010 VA186,20150521
0,h6398,14.2,0.15,K161D,143.74981,19.29265,54.55933,21.39532,0.0771138,0.08323207,5.1952796,0,MPO346154,55,4,1998-2015,0.2,M-v,38h,MPCLINUX,9,-436398,2010 VA203,20150602
0,h6399,15.5,0.15,K161D,299.55607,135.96197,204.86404,2.95467,0.087573,0.12711557,3.9174508,0,MPO346154,65,7,2001-2015,0.32,M-v,38h,MPCLINUX,8,-436399,2010 VX206,20150616
0,h6401,14.1,0.15,K161D,104.76556,40.78607,77.84122,9.53039,0.0846851,0.08359027,5.1804269,0,MPO336038,55,6,2003-2015,0.26,M-v,38h,MPCADO,9,-436401,2010 WD13,20150419
0,h6403,13.8,0.15,K161D,210.73344,111.7518,259.96307,7.76233,0.0390425,0.0817409,5.2582729,1,MPO336038,52,6,2009-2015,0.31,M-v,38h,MPCADO,9,-436403,2010 WS66,20150518
0,h6405,14.2,0.15,K161D,149.27151,347.8941,83.78554,6.12826,0.0216729,0.08294209,5.2073816,0,MPO336039,40,6,2003-2015,0.34,M-v,38h,MPCADO,9,-436405,2010 XE31,20150420
0,h6409,14.1,0.15,K161D,182.13501,324.56129,73.14377,8.76469,0.0737886,0.08083318,5.2975646,0,MPO336040,58,7,2008-2015,0.35,M-v,38h,MPCADO,9,-436409,2010 XW81,20150418
0,h6668,15.3,0.15,K161D,172.88336,162.63987,229.892,13.2035,0.2124678,0.12565114,3.9478299,0,MPO336107,36,6,1996-2015,0.3,M-v,38h,MPCADO,8,-436668,2011 SL63,20150416
0,h6752,13.4,0.15,K161D,86.77913,47.82569,76.54793,20.16812,0.0645358,0.08230522,5.2342097,0,MPO368900,51,7,2004-2016,0.24,M-v,38h,MPCLINUX,9,-436752,2011 WP136,20160213
0,h6754,13.6,0.15,K161D,95.16585,215.7153,279.46707,19.493,0.0654118,0.08253808,5.2243603,0,MPO336129,40,6,2001-2015,0.44,M-v,38h,MPCADO,9,-436754,2011 YU11,20150522
0,h6755,14.1,0.15,K161D,93.67758,54.87747,89.31658,11.10009,0.1235982,0.08275967,5.2150307,0,MPO336130,59,7,2002-2015,0.27,M-v,38h,MPCADO,9,-436755,2011 YG13,20150518
0,h6756,14,0.15,K161D,175.07272,300.17534,118.87076,18.12476,0.0912697,0.08314468,5.1989194,0,MPO336130,61,7,2003-2015,0.24,M-v,38h,MPCADO,9,-436756,2011 YA59,20150424
0,h6758,13.6,0.15,K161D,171.98094,122.71906,296.22263,17.80881,0.0963362,0.08383713,5.170253,1,MPO336130,62,4,2010-2015,0.34,M-v,38h,MPCADO,9,-436758,2012 AD6,20150522
0,h6760,13.8,0.15,K161D,142.69117,350.88816,114.55632,8.44733,0.0773928,0.08321518,5.1959826,0,MPO336131,49,6,2000-2015,0.28,M-v,38h,MPCAPO,9,-436760,2012 BW68,20150526
0,h7280,13.5,0.15,K161D,34.23796,232.49078,317.09181,17.79974,0.0782491,0.08336208,5.1898765,0,MPO336260,56,5,2002-2015,0.39,M-v,38h,MPCW,9,-437280,2013 AV14,20150418
0,h7283,14.1,0.15,K161D,114.83676,4.51717,90.41745,7.86609,0.0595158,0.08504758,5.1210783,0,MPO336261,44,5,2009-2015,0.28,M-v,38h,MPCADO,9,-437283,2013 AT96,20150423
0,h7285,13.1,0.15,K161D,153.07769,128.29172,308.62501,12.86358,0.0101586,0.08284212,5.2115701,0,MPO336261,55,7,2007-2015,0.21,M-v,38h,MPCADO,9,-437285,2013 AU131,20150522
0,h7286,13.7,0.15,K161D,157.81265,290.28435,129.24015,10.39207,0.0514253,0.0841134,5.1589255,0,MPO336262,61,6,2003-2015,0.21,M-v,38h,MPCADO,9,-437286,2013 AP132,20150521
0,h7287,13.6,0.15,K161D,128.61215,320.4023,131.34706,10.20858,0.0402716,0.08345925,5.1858475,1,MPO336262,58,4,2010-2015,0.27,M-v,38h,MPCADO,9,-437287,2013 AY132,20150416
0,h7288,14.2,0.15,K161D,107.75419,314.48839,162.71844,10.61048,0.2054746,0.08333055,5.1911854,0,MPO336262,71,4,2009-2015,0.23,M-v,38h,MPCADO,9,-437288,2013 AN133,20150522
0,h7290,14.2,0.15,K161D,133.27589,344.25191,90.34379,9.89043,0.0393265,0.08289194,5.2094817,0,MPO368901,61,6,2003-2016,0.27,M-v,38h,MPCLINUX,9,-437290,2013 BH1,20160211
0,h7291,14,0.15,K161D,95.13208,211.39473,265.90768,25.77808,0.1956024,0.08398875,5.1640286,0,MPO336263,55,4,2010-2015,0.31,M-v,38h,MPCADO,9,-437291,2013 BP2,20150514
0,h7292,13.9,0.15,K161D,91.7828,339.88761,139.99844,16.34264,0.0990857,0.08307485,5.2018323,0,MPO336263,55,4,2003-2015,0.23,M-v,38h,MPCADO,9,-437292,2013 BG17,20150412
0,h7294,14.3,0.15,K161D,65.59918,78.39678,75.82614,8.33006,0.0631597,0.08495806,5.1246748,0,MPO336264,52,5,2009-2015,0.27,M-v,38h,MPCADO,9,-437294,2013 BK31,20150416
0,h7295,14.1,0.15,K161D,77.18234,213.04788,287.11861,4.79469,0.0632925,0.08558639,5.0995625,0,MPO336264,71,6,2003-2015,0.33,M-v,38h,MPCADO,9,-437295,2013 BJ37,20150518
0,h7296,13.9,0.15,K161D,127.45363,314.50305,136.39459,10.15711,0.0619794,0.08314536,5.1988909,0,MPO336264,56,4,2003-2015,0.25,M-v,38h,MPCADO,9,-437296,2013 BK40,20150418
0,h7298,14.2,0.15,K161D,148.52605,333.53029,92.51756,3.49443,0.0542773,0.08345266,5.1861205,0,MPO336265,53,7,2008-2015,0.37,M-v,38h,MPCADO,9,-437298,2013 BR64,20150411
0,h7300,14,0.15,K161D,117.00113,316.72365,146.27486,12.23117,0.1386884,0.08396586,5.164967,0,MPO336265,53,4,2009-2015,0.19,M-v,38h,MPCADO,9,-437300,2013 BR71,20150518
0,h7301,13.3,0.15,K161D,150.32091,283.43151,141.94451,37.09931,0.0844389,0.08269873,5.2175926,0,MPO336265,71,7,2001-2015,0.4,M-v,38h,MPCADO,9,-437301,2013 CW10,20150513
0,h7302,14.5,0.15,K161D,95.25715,73.53562,58.82319,2.41767,0.1399127,0.08309759,5.2008832,0,MPO336266,47,4,2010-2015,0.33,M-v,38h,MPCADO,9,-437302,2013 CK13,20150425
0,h7304,14.3,0.15,K161D,185.40194,271.60957,129.00529,10.07892,0.0272652,0.08322841,5.195432,0,MPO346156,56,6,2003-2015,0.36,M-v,38h,MPCLINUX,9,-437304,2013 CK34,20150601
0,h7305,14.3,0.15,K161D,47.32179,69.34289,119.85959,9.91742,0.032599,0.08403316,5.162209,0,MPO336266,54,6,2003-2015,0.25,M-v,38h,MPCAPO,9,-437305,2013 CX39,20150525
0,h7307,14.2,0.15,K161D,180.38493,307.62032,102.38727,8.40138,0.0486095,0.08433658,5.14982,0,MPO336267,47,6,2009-2015,0.26,M-v,38h,MPCADO,9,-437307,2013 CG104,20150421
0,h7308,14.3,0.15,K161D,74.00052,160.89501,0.54868,6.31741,0.1204153,0.08298082,5.2057609,0,MPO336267,55,6,2009-2015,0.31,M-v,38h,MPCADO,9,-437308,2013 CF133,20150521
0,h7309,13.9,0.15,K161D,191.40568,307.04173,89.3143,8.75574,0.0235993,0.08270626,5.217276,0,MPO336267,57,6,2009-2015,0.29,M-v,38h,MPCADO,9,-437309,2013 CY199,20150420
