"","V1","V2"
"I(sin(I(sigmoid(I(x55)))))","I(sin(I(sigmoid(I(x55)))))","1"
"I(sin(I(sigmoid(I(x56)))))","I(sin(I(sigmoid(I(x56)))))","1"
"I(sin(I(sin(I(I(m(-47.22647012,1))+I(m(29.29115391,I(x7)))+I(m(-46.94390252,I(x29)))+I(m(53.16995621,I(x53))))))))","I(sin(I(sin(I(I(m(-47.22647012,1))+I(m(29.29115391,I(x7)))+I(m(-46.94390252,I(x29)))+I(m(53.16995621,I(x53))))))))","1"
"I(sin(I(sin(I(x25)))))","I(sin(I(sin(I(x25)))))","1"
"I(sin(I(sin(I(x36)))))","I(sin(I(sin(I(x36)))))","2"
"I(sin(I(sin(I(x42)))))","I(sin(I(sin(I(x42)))))","1"
"I(sin(I(sin(I(x52)))))","I(sin(I(sin(I(x52)))))","1"
"I(sin(I(sin(I(x53)))))","I(sin(I(sin(I(x53)))))","1"
"I(sin(I(sin(I(x7)))))","I(sin(I(sin(I(x7)))))","1"
"I(sin(I(tanh(I(atan(I(x8)))))))","I(sin(I(tanh(I(atan(I(x8)))))))","1"
"I(sin(I(tanh(I(I(contrelu(I(x26)))*I(tanh(I(I(m(-87.71622648,1))+I(m(-221.90463434,I(x26)))+I(m(-0.10002229,I(x40)))+I(m(-64.52437261,I(x48)))+I(m(241.05896815,I(contrelu(I(I(m(-2.15842871,1))+I(m(0.35826011,I(x4)))+I(m(0.35413926,I(x6)))+I(m(2.13533936,I(x7))))))))))))))))","I(sin(I(tanh(I(I(contrelu(I(x26)))*I(tanh(I(I(m(-87.71622648,1))+I(m(-221.90463434,I(x26)))+I(m(-0.10002229,I(x40)))+I(m(-64.52437261,I(x48)))+I(m(241.05896815,I(contrelu(I(I(m(-2.15842871,1))+I(m(0.35826011,I(x4)))+I(m(0.35413926,I(x6)))+I(m(2.13533936,I(x7))))))))))))))))","1"
"I(sin(I(tanh(I(x28)))))","I(sin(I(tanh(I(x28)))))","1"
"I(sin(I(tanh(I(x36)))))","I(sin(I(tanh(I(x36)))))","1"
"I(sin(I(x1)))","I(sin(I(x1)))","1"
"I(sin(I(x10)))","I(sin(I(x10)))","2"
"I(sin(I(x12)))","I(sin(I(x12)))","3"
"I(sin(I(x13)))","I(sin(I(x13)))","3"
"I(sin(I(x14)))","I(sin(I(x14)))","5"
"I(sin(I(x15)))","I(sin(I(x15)))","3"
"I(sin(I(x16)))","I(sin(I(x16)))","3"
"I(sin(I(x17)))","I(sin(I(x17)))","1"
"I(sin(I(x19)))","I(sin(I(x19)))","2"
"I(sin(I(x20)))","I(sin(I(x20)))","3"
"I(sin(I(x21)))","I(sin(I(x21)))","1"
"I(sin(I(x23)))","I(sin(I(x23)))","2"
"I(sin(I(x24)))","I(sin(I(x24)))","4"
"I(sin(I(x25)))","I(sin(I(x25)))","6"
"I(sin(I(x26)))","I(sin(I(x26)))","3"
"I(sin(I(x27)))","I(sin(I(x27)))","1"
"I(sin(I(x28)))","I(sin(I(x28)))","3"
"I(sin(I(x33)))","I(sin(I(x33)))","4"
"I(sin(I(x35)))","I(sin(I(x35)))","1"
"I(sin(I(x36)))","I(sin(I(x36)))","8"
"I(sin(I(x37)))","I(sin(I(x37)))","1"
"I(sin(I(x38)))","I(sin(I(x38)))","1"
"I(sin(I(x39)))","I(sin(I(x39)))","3"
"I(sin(I(x41)))","I(sin(I(x41)))","1"
"I(sin(I(x42)))","I(sin(I(x42)))","4"
"I(sin(I(x44)))","I(sin(I(x44)))","3"
"I(sin(I(x45)))","I(sin(I(x45)))","1"
"I(sin(I(x46)))","I(sin(I(x46)))","3"
"I(sin(I(x48)))","I(sin(I(x48)))","1"
"I(sin(I(x49)))","I(sin(I(x49)))","6"
"I(sin(I(x5)))","I(sin(I(x5)))","7"
"I(sin(I(x52)))","I(sin(I(x52)))","8"
"I(sin(I(x53)))","I(sin(I(x53)))","6"
"I(sin(I(x55)))","I(sin(I(x55)))","5"
"I(sin(I(x56)))","I(sin(I(x56)))","2"
"I(sin(I(x57)))","I(sin(I(x57)))","3"
"I(sin(I(x6)))","I(sin(I(x6)))","2"
"I(sin(I(x7)))","I(sin(I(x7)))","12"
"I(sin(I(x9)))","I(sin(I(x9)))","3"
"I(tanh(I(atan(I(x25)))))","I(tanh(I(atan(I(x25)))))","1"
"I(tanh(I(atan(I(x45)))))","I(tanh(I(atan(I(x45)))))","1"
"I(tanh(I(contrelu(I(tanh(I(x46)))))))","I(tanh(I(contrelu(I(tanh(I(x46)))))))","1"
"I(tanh(I(contrelu(I(x39)))))","I(tanh(I(contrelu(I(x39)))))","1"
"I(tanh(I(contrelu(I(x45)))))","I(tanh(I(contrelu(I(x45)))))","1"
"I(tanh(I(contrelu(I(x57)))))","I(tanh(I(contrelu(I(x57)))))","2"
"I(tanh(I(I(contrelu(I(x26)))*I(tanh(I(I(m(-87.71622648,1))+I(m(-221.90463434,I(x26)))+I(m(-0.10002229,I(x40)))+I(m(-64.52437261,I(x48)))+I(m(241.05896815,I(contrelu(I(I(m(-2.15842871,1))+I(m(0.35826011,I(x4)))+I(m(0.35413926,I(x6)))+I(m(2.13533936,I(x7))))))))))))))","I(tanh(I(I(contrelu(I(x26)))*I(tanh(I(I(m(-87.71622648,1))+I(m(-221.90463434,I(x26)))+I(m(-0.10002229,I(x40)))+I(m(-64.52437261,I(x48)))+I(m(241.05896815,I(contrelu(I(I(m(-2.15842871,1))+I(m(0.35826011,I(x4)))+I(m(0.35413926,I(x6)))+I(m(2.13533936,I(x7))))))))))))))","1"
"I(tanh(I(I(m(-1.51619196,1))+I(m(-2.99785279,I(x35)))+I(m(-3.98220167,I(x46))))))","I(tanh(I(I(m(-1.51619196,1))+I(m(-2.99785279,I(x35)))+I(m(-3.98220167,I(x46))))))","1"
"I(tanh(I(I(m(-10.56381832,1))+I(m(-76.57504403,I(x41)))+I(m(-2.53762925,I(x42)))+I(m(-3.36357911,I(x46))))))","I(tanh(I(I(m(-10.56381832,1))+I(m(-76.57504403,I(x41)))+I(m(-2.53762925,I(x42)))+I(m(-3.36357911,I(x46))))))","1"
"I(tanh(I(I(m(-11.54668905,1))+I(m(-87.46381942,I(x41)))+I(m(-3.33233628,I(x46))))))","I(tanh(I(I(m(-11.54668905,1))+I(m(-87.46381942,I(x41)))+I(m(-3.33233628,I(x46))))))","1"
"I(tanh(I(I(m(-125.33561425,1))+I(m(282.13542605,I(x7)))+I(m(-144.02837284,I(x27))))))","I(tanh(I(I(m(-125.33561425,1))+I(m(282.13542605,I(x7)))+I(m(-144.02837284,I(x27))))))","1"
"I(tanh(I(I(m(-173.00162269,1))+I(m(227.37827172,I(atan(I(atan(I(I(m(-25.21365803,1))+I(m(-161.76637593,I(x29)))+I(m(8.09869359,I(x17))))))))))+I(m(56.56394858,I(x22))))))","I(tanh(I(I(m(-173.00162269,1))+I(m(227.37827172,I(atan(I(atan(I(I(m(-25.21365803,1))+I(m(-161.76637593,I(x29)))+I(m(8.09869359,I(x17))))))))))+I(m(56.56394858,I(x22))))))","1"
"I(tanh(I(I(m(-182.0633159,1))+I(m(175.9773888,I(x16)))+I(m(-63.87225661,I(x48))))))","I(tanh(I(I(m(-182.0633159,1))+I(m(175.9773888,I(x16)))+I(m(-63.87225661,I(x48))))))","1"
"I(tanh(I(I(m(-204.60161115,1))+I(m(-494.76140879,I(x25)))+I(m(78.06336715,I(contrelu(I(x57))))))))","I(tanh(I(I(m(-204.60161115,1))+I(m(-494.76140879,I(x25)))+I(m(78.06336715,I(contrelu(I(x57))))))))","1"
"I(tanh(I(I(m(-25.41415741,1))+I(m(100.31716425,I(x15)))+I(m(-239.85460273,I(x46)))+I(m(43.73614038,I(x55))))))","I(tanh(I(I(m(-25.41415741,1))+I(m(100.31716425,I(x15)))+I(m(-239.85460273,I(x46)))+I(m(43.73614038,I(x55))))))","1"
"I(tanh(I(I(m(-3921.05090945,1))+I(m(4761.12722444,I(x52)))+I(m(253.04628246,I(I(x44)*I(x29)))))))","I(tanh(I(I(m(-3921.05090945,1))+I(m(4761.12722444,I(x52)))+I(m(253.04628246,I(I(x44)*I(x29)))))))","1"
"I(tanh(I(I(m(-4.50079386,1))+I(m(-286.01593813,I(x25)))+I(m(294.40111403,I(x52)))+I(m(60.61743686,I(atan(I(I(m(-55.01917921,1))+I(m(-450.55544201,I(x41)))+I(m(-0.8668334,I(x45)))))))))))","I(tanh(I(I(m(-4.50079386,1))+I(m(-286.01593813,I(x25)))+I(m(294.40111403,I(x52)))+I(m(60.61743686,I(atan(I(I(m(-55.01917921,1))+I(m(-450.55544201,I(x41)))+I(m(-0.8668334,I(x45)))))))))))","1"
"I(tanh(I(I(m(-4.71290955,1))+I(m(-13.32353171,I(x25)))+I(m(-2.19849828,I(x29))))))","I(tanh(I(I(m(-4.71290955,1))+I(m(-13.32353171,I(x25)))+I(m(-2.19849828,I(x29))))))","1"
"I(tanh(I(I(m(-69.40771386,1))+I(m(268.7206655,I(x15)))+I(m(-37.48056368,I(I(x12)*I(x48)))))))","I(tanh(I(I(m(-69.40771386,1))+I(m(268.7206655,I(x15)))+I(m(-37.48056368,I(I(x12)*I(x48)))))))","1"
"I(tanh(I(I(m(-761.83365882,1))+I(m(562.2746519,I(x10)))+I(m(-2462.30102237,I(x25)))+I(m(-1076.06089442,I(x46)))+I(m(0.36324434,I(I(x51)*I(x19))))+I(m(-471.3094533,I(I(atan(I(x52)))*I(x10)))))))","I(tanh(I(I(m(-761.83365882,1))+I(m(562.2746519,I(x10)))+I(m(-2462.30102237,I(x25)))+I(m(-1076.06089442,I(x46)))+I(m(0.36324434,I(I(x51)*I(x19))))+I(m(-471.3094533,I(I(atan(I(x52)))*I(x10)))))))","1"
"I(tanh(I(I(m(-9.70455214,1))+I(m(-61.36071808,I(x26)))+I(m(88.03384493,I(tanh(I(x54))))))))","I(tanh(I(I(m(-9.70455214,1))+I(m(-61.36071808,I(x26)))+I(m(88.03384493,I(tanh(I(x54))))))))","1"
"I(tanh(I(I(m(0.95354325,1))+I(m(-3.27893879,I(contrelu(I(x49)))))+I(m(-4.19380067,I(atan(I(x46))))))))","I(tanh(I(I(m(0.95354325,1))+I(m(-3.27893879,I(contrelu(I(x49)))))+I(m(-4.19380067,I(atan(I(x46))))))))","1"
"I(tanh(I(I(m(170.42434236,1))+I(m(284.72049518,I(x57)))+I(m(-458.21287456,I(I(x5)*I(sin(I(I(m(-172.66552669,1))+I(m(255.56573657,I(x7)))+I(m(-60.21809792,I(x41))))))))))))","I(tanh(I(I(m(170.42434236,1))+I(m(284.72049518,I(x57)))+I(m(-458.21287456,I(I(x5)*I(sin(I(I(m(-172.66552669,1))+I(m(255.56573657,I(x7)))+I(m(-60.21809792,I(x41))))))))))))","1"
"I(tanh(I(I(m(19.29363734,1))+I(m(129.32444109,I(x15)))+I(m(407.54191694,I(x23)))+I(m(-163.11302015,I(x31)))+I(m(-1668.3379339,I(I(x27)*I(x52)))))))","I(tanh(I(I(m(19.29363734,1))+I(m(129.32444109,I(x15)))+I(m(407.54191694,I(x23)))+I(m(-163.11302015,I(x31)))+I(m(-1668.3379339,I(I(x27)*I(x52)))))))","1"
"I(tanh(I(I(m(2.27163218,1))+I(m(-0.05507864,I(x2)))+I(m(15.63858205,I(sin(I(I(m(-0.43951709,1))+I(m(-0.83128028,I(x25)))+I(m(-0.20111221,I(x41)))))))))))","I(tanh(I(I(m(2.27163218,1))+I(m(-0.05507864,I(x2)))+I(m(15.63858205,I(sin(I(I(m(-0.43951709,1))+I(m(-0.83128028,I(x25)))+I(m(-0.20111221,I(x41)))))))))))","1"
"I(tanh(I(I(m(227.56207906,1))+I(m(620.60379231,I(x54)))+I(m(-164.37614373,I(cosi(I(x7))))))))","I(tanh(I(I(m(227.56207906,1))+I(m(620.60379231,I(x54)))+I(m(-164.37614373,I(cosi(I(x7))))))))","1"
"I(tanh(I(I(m(269.72599811,1))+I(m(128.19454263,I(x9)))+I(m(2449.36991026,I(x24))))))","I(tanh(I(I(m(269.72599811,1))+I(m(128.19454263,I(x9)))+I(m(2449.36991026,I(x24))))))","1"
"I(tanh(I(I(m(30.85170595,1))+I(m(90.97494267,I(x54)))+I(m(-51.42857202,I(atan(I(sigmoid(I(x31))))))))))","I(tanh(I(I(m(30.85170595,1))+I(m(90.97494267,I(x54)))+I(m(-51.42857202,I(atan(I(sigmoid(I(x31))))))))))","1"
"I(tanh(I(I(m(6.05715223,1))+I(m(-3.50498446,I(x44)))+I(m(-14.94773978,I(sigmoid(I(x46))))))))","I(tanh(I(I(m(6.05715223,1))+I(m(-3.50498446,I(x44)))+I(m(-14.94773978,I(sigmoid(I(x46))))))))","1"
"I(tanh(I(I(m(7.62509938,1))+I(m(-0.07319951,I(x12)))+I(m(82.28607629,I(x54))))))","I(tanh(I(I(m(7.62509938,1))+I(m(-0.07319951,I(x12)))+I(m(82.28607629,I(x54))))))","1"
"I(tanh(I(I(m(94.77104635,1))+I(m(484.31956982,I(x24)))+I(m(-5.11947507,I(x50))))))","I(tanh(I(I(m(94.77104635,1))+I(m(484.31956982,I(x24)))+I(m(-5.11947507,I(x50))))))","1"
"I(tanh(I(I(sin(I(x8)))*I(x21))))","I(tanh(I(I(sin(I(x8)))*I(x21))))","1"
"I(tanh(I(I(x19)*I(x36))))","I(tanh(I(I(x19)*I(x36))))","1"
"I(tanh(I(I(x53)*I(x23))))","I(tanh(I(I(x53)*I(x23))))","1"
"I(tanh(I(I(x57)*I(x35))))","I(tanh(I(I(x57)*I(x35))))","1"
"I(tanh(I(sigmoid(I(x19)))))","I(tanh(I(sigmoid(I(x19)))))","1"
"I(tanh(I(sigmoid(I(x57)))))","I(tanh(I(sigmoid(I(x57)))))","1"
"I(tanh(I(sin(I(I(m(-85.66441599,1))+I(m(-90.43179067,I(x26)))+I(m(48.93288189,I(x55))))))))","I(tanh(I(sin(I(I(m(-85.66441599,1))+I(m(-90.43179067,I(x26)))+I(m(48.93288189,I(x55))))))))","1"
"I(tanh(I(sin(I(I(x1)*I(x53))))))","I(tanh(I(sin(I(I(x1)*I(x53))))))","1"
"I(tanh(I(sin(I(I(x52)*I(x28))))))","I(tanh(I(sin(I(I(x52)*I(x28))))))","1"
"I(tanh(I(sin(I(x53)))))","I(tanh(I(sin(I(x53)))))","1"
"I(tanh(I(sin(I(x55)))))","I(tanh(I(sin(I(x55)))))","1"
"I(tanh(I(tanh(I(atan(I(x41)))))))","I(tanh(I(tanh(I(atan(I(x41)))))))","1"
"I(tanh(I(tanh(I(x5)))))","I(tanh(I(tanh(I(x5)))))","1"
"I(tanh(I(x12)))","I(tanh(I(x12)))","4"
"I(tanh(I(x13)))","I(tanh(I(x13)))","1"
"I(tanh(I(x14)))","I(tanh(I(x14)))","5"
"I(tanh(I(x16)))","I(tanh(I(x16)))","5"
"I(tanh(I(x17)))","I(tanh(I(x17)))","1"
"I(tanh(I(x2)))","I(tanh(I(x2)))","1"
"I(tanh(I(x20)))","I(tanh(I(x20)))","1"
"I(tanh(I(x23)))","I(tanh(I(x23)))","3"
"I(tanh(I(x24)))","I(tanh(I(x24)))","7"
"I(tanh(I(x25)))","I(tanh(I(x25)))","1"
"I(tanh(I(x26)))","I(tanh(I(x26)))","2"
"I(tanh(I(x28)))","I(tanh(I(x28)))","4"
"I(tanh(I(x29)))","I(tanh(I(x29)))","1"
"I(tanh(I(x31)))","I(tanh(I(x31)))","1"
"I(tanh(I(x33)))","I(tanh(I(x33)))","2"
"I(tanh(I(x34)))","I(tanh(I(x34)))","2"
"I(tanh(I(x35)))","I(tanh(I(x35)))","4"
"I(tanh(I(x36)))","I(tanh(I(x36)))","6"
"I(tanh(I(x37)))","I(tanh(I(x37)))","1"
"I(tanh(I(x38)))","I(tanh(I(x38)))","1"
"I(tanh(I(x40)))","I(tanh(I(x40)))","1"
"I(tanh(I(x42)))","I(tanh(I(x42)))","4"
"I(tanh(I(x44)))","I(tanh(I(x44)))","1"
"I(tanh(I(x46)))","I(tanh(I(x46)))","4"
"I(tanh(I(x47)))","I(tanh(I(x47)))","1"
"I(tanh(I(x5)))","I(tanh(I(x5)))","3"
"I(tanh(I(x50)))","I(tanh(I(x50)))","1"
"I(tanh(I(x51)))","I(tanh(I(x51)))","1"
"I(tanh(I(x52)))","I(tanh(I(x52)))","5"
"I(tanh(I(x53)))","I(tanh(I(x53)))","3"
"I(tanh(I(x54)))","I(tanh(I(x54)))","2"
"I(tanh(I(x55)))","I(tanh(I(x55)))","2"
"I(tanh(I(x56)))","I(tanh(I(x56)))","1"
"I(tanh(I(x57)))","I(tanh(I(x57)))","2"
"I(tanh(I(x6)))","I(tanh(I(x6)))","1"
"I(tanh(I(x7)))","I(tanh(I(x7)))","6"
"I(tanh(I(x9)))","I(tanh(I(x9)))","4"
"I(x1)","I(x1)","49"
"I(x10)","I(x10)","25"
"I(x11)","I(x11)","10"
"I(x12)","I(x12)","46"
"I(x13)","I(x13)","10"
"I(x14)","I(x14)","18"
"I(x15)","I(x15)","46"
"I(x16)","I(x16)","49"
"I(x17)","I(x17)","17"
"I(x18)","I(x18)","13"
"I(x19)","I(x19)","47"
"I(x2)","I(x2)","44"
"I(x20)","I(x20)","50"
"I(x21)","I(x21)","47"
"I(x22)","I(x22)","19"
"I(x23)","I(x23)","48"
"I(x24)","I(x24)","44"
"I(x25)","I(x25)","52"
"I(x26)","I(x26)","50"
"I(x27)","I(x27)","51"
"I(x28)","I(x28)","42"
"I(x29)","I(x29)","53"
"I(x3)","I(x3)","21"
"I(x30)","I(x30)","12"
"I(x31)","I(x31)","43"
"I(x32)","I(x32)","7"
"I(x33)","I(x33)","51"
"I(x34)","I(x34)","7"
"I(x35)","I(x35)","51"
"I(x36)","I(x36)","48"
"I(x37)","I(x37)","13"
"I(x38)","I(x38)","5"
"I(x39)","I(x39)","11"
"I(x4)","I(x4)","37"
"I(x40)","I(x40)","29"
"I(x41)","I(x41)","51"
"I(x42)","I(x42)","54"
"I(x43)","I(x43)","11"
"I(x44)","I(x44)","50"
"I(x45)","I(x45)","50"
"I(x46)","I(x46)","49"
"I(x47)","I(x47)","27"
"I(x48)","I(x48)","39"
"I(x49)","I(x49)","52"
"I(x5)","I(x5)","49"
"I(x50)","I(x50)","17"
"I(x51)","I(x51)","30"
"I(x52)","I(x52)","48"
"I(x53)","I(x53)","50"
"I(x54)","I(x54)","35"
"I(x55)","I(x55)","51"
"I(x56)","I(x56)","27"
"I(x57)","I(x57)","48"
"I(x6)","I(x6)","44"
"I(x7)","I(x7)","45"
"I(x8)","I(x8)","37"
"I(x9)","I(x9)","36"
